word,class,level,translation
noble,adjective,c1,благородный
nobody,pronoun,a1,никто
nod,verb,c1,кивок
noise,noun,a2,шум
noisy,adjective,a2,шумный
nominate,verb,c1,выдвигать
nomination,noun,c1,номинация
nominee,noun,c1,кандидат
non-profit,adjective,c1,некоммерческий
none,pronoun,a2,никто
nonetheless,adverb,c1,тем не менее
nonsense,noun,c1,ерунда
noon,noun,c1,полдень
nor,adverb,b1,ни
norm,noun,b2,норм
normal,adjective,a2,нормальный
normally,adverb,a2,обычно
north,adjective,a1,север
northern,adjective,b1,северный
nose,noun,a1,нос
not,adverb,a1,нет
notable,adjective,c1,Примечательный
notably,adverb,c1,Примечательно
note,noun,a1,примечание
notebook,noun,b2,блокнот
nothing,pronoun,a1,ничего
notice,noun,a2,уведомление
notify,verb,c1,уведомлять
notion,noun,b2,понятие
notorious,adjective,c1,печально известный
novel,adjective,c1,роман
novelist,noun,b2,романист
November,noun,a1,Ноябрь
now,adverb,a1,сейчас
nowadays,adverb,b2,настоящее время
nowhere,adverb,a2,нигде
nuclear,adjective,b1,ядерный
number,noun,a1,число
numerous,adjective,b2,многочисленные
nurse,noun,a1,медсестра
nursery,noun,c1,питомник
nursing,noun,b2,Уход
nut,noun,a2,орех
nutrition,noun,b2,питание
o'clock,adverb,a1,Орт
obesity,noun,b2,ожирение
obey,verb,b2,подчиняться
object,noun,a1,объект
objection,noun,c1,возражение
objective,adjective,b2,цель
obligation,noun,b2,обязательство
oblige,verb,c1,обязательно
observation,noun,b2,наблюдение
observe,verb,b2,наблюдать
observer,noun,b2,наблюдатель
obsess,verb,c1,одержим
obsession,noun,c1,одержимость
obstacle,noun,b2,препятствие
obtain,verb,b2,получать
obvious,adjective,b1,очевидный
obviously,adverb,b1,очевидно
occasion,noun,b1,случай
occasional,adjective,c1,случайный
occasionally,adverb,b2,изредка
occupation,noun,b2,занятие
occupy,verb,b2,занимать
occur,verb,b1,происходить
occurrence,noun,c1,возникновение
ocean,noun,a2,океан
October,noun,a1,Октябрь
odd,adjective,b1,странный
odds,noun,c1,шансы
of,preposition,a1,из
off,adverb,a1,выключенный
offence,noun,b2,оскорбление
offend,verb,b2,обидеть
offender,noun,b2,правонарушитель
offensive,adjective,b2,оскорбительный
offer,noun,a2,предложение
offering,noun,c1,предложение
office,noun,a1,офис
officer,noun,a2,офицер
official,adjective,b1,официальный
offspring,noun,c1,Потомство
often,adverb,a1,часто
oh,exclamation,a1,ой
oil,noun,a2,масло
OK,adjective,a1,ХОРОШО
old,adjective,a1,старый
old-fashioned,adjective,b1,старомодный
on,adverb,a1,на
once,adverb,a1,один раз
one,determiner,a1,один
ongoing,adjective,b2,непрерывный
onion,noun,a1,лук
online,adjective,a1,онлайн
only,adjective,a1,только
onto,preposition,a2,на
open,adjective,a1,открыть
opening,noun,b2,открытие
openly,adverb,b2,открыто
opera,noun,b2,опера
operate,verb,b2,работать
operation,noun,b1,операция
operational,adjective,c1,оперативно
operator,noun,b2,оператор
opinion,noun,a1,мнение
opponent,noun,b2,противник
opportunity,noun,a2,возможность
oppose,verb,b2,противостоять
opposed,adjective,b2,против
opposite,adjective,a1,противоположный
opposition,noun,b2,оппозиция
opt,verb,c1,Опт
optical,adjective,c1,оптический
optimism,noun,c1,оптимизм
optimistic,adjective,b2,оптимистичный
option,noun,a2,вариант
or,conjunction,a1,или
oral,adjective,c1,оральный
orange,adjective,a1,апельсин
orchestra,noun,b2,оркестр
order,noun,a1,заказ
ordinary,adjective,a2,обычный
organ,noun,b2,орган
organic,adjective,b2,органический
organization,noun,a2,организация
organizational,adjective,c1,организационный
organize,verb,a2,организовать
organized,adjective,b1,организованный
organizer,noun,b1,организатор
orientation,noun,c1,ориентация
origin,noun,b2,источник
original,adjective,a2,оригинал
originally,adverb,b1,первоначально
originate,verb,c1,Изовать
other,adjective,a1,другой
otherwise,adverb,b2,в противном случае
ought,modal verb,b1,должен
our,determiner,a1,наш
ours,pronoun,b1,наш
ourselves,pronoun,a2,сами
out,adverb,a1,вне
outbreak,noun,c1,вспышка
outcome,noun,b2,исход
outdoor,adjective,b1,на открытом воздухе
outdoors,adverb,b1,на открытом воздухе
outer,adjective,b2,внешний
outfit,noun,b2,одежда
outing,noun,c1,поход
outlet,noun,c1,выход
outline,noun,b2,контур
outlook,noun,c1,Outlook
output,noun,b2,выход
outrage,noun,c1,возмущение
outside,adjective,a2,снаружи
outsider,noun,c1,посторонний
outstanding,adjective,b2,выдающийся
oven,noun,a2,печь
over,adverb,a1,над
overall,adjective,b2,общий
overcome,verb,b2,преодолеть
overlook,verb,c1,просмотр
overly,adverb,c1,чрезмерно
overnight,adverb,b2,на ночь
overseas,adjective,b2,за рубежом
oversee,verb,c1,контролировать
overturn,verb,c1,перевернуть
overwhelm,verb,c1,перегружен
overwhelming,adjective,c1,подавляющий
owe,verb,b2,быть должным
own,adjective,a1,собственный
owner,noun,a2,владелец
ownership,noun,b2,владение
oxygen,noun,b2,кислород
pace,noun,b2,шаг
pack,noun,b1,пакет
package,noun,b1,упаковка
packet,noun,b2,пакет
pad,noun,c1,прокладка
page,noun,a1,страница
pain,noun,a2,боль
painful,adjective,b1,болезненно
paint,noun,a1,краска
painter,noun,a2,художник
painting,noun,a1,рисование
pair,noun,a1,пара
palace,noun,a2,дворец
pale,adjective,b1,бледный
palm,noun,b2,ладонь
pan,noun,b1,кастрюля
panel,noun,b2,панель
panic,noun,b2,паника
pants,noun,a2,брюки
paper,noun,a1,бумага
parade,noun,b2,парад
paragraph,noun,a1,абзац
parallel,adjective,b2,параллель
parameter,noun,c1,параметр
parent,noun,a1,родительский
parental,adjective,c1,родительский
parish,noun,c1,приход
park,noun,a1,парк
parking,noun,a2,стоянка
parliament,noun,b2,Парламент
parliamentary,adjective,c1,Парламентский
part,noun,a1,часть
part-time,adjective,b2,неполная занятость
partial,adjective,c1,частично
partially,adverb,c1,частично
participant,noun,b2,Участник
participate,verb,b1,участвовать
participation,noun,b2,участие
particular,adjective,a2,особый
particularly,adverb,b1,особенно
partly,adverb,b2,частично
partner,noun,a1,Партнер
partnership,noun,b2,партнерство
party,noun,a1,вечеринка
pass,noun,b1,проходить
passage,noun,b2,проход
passenger,noun,a2,пассажир
passing,noun,c1,прохождение
passion,noun,b1,страсть
passionate,adjective,b2,страстный
passive,adjective,c1,пассивный
passport,noun,a1,паспорт
password,noun,b2,пароль
past,adjective,a1,прошлое
pastor,noun,c1,пастор
patch,noun,c1,пластырь
patent,noun,c1,патент
path,noun,b1,путь
pathway,noun,c1,путь
patience,noun,b2,терпение
patient,adjective,b2,пациент
patrol,noun,c1,патруль
patron,noun,c1,покровитель
pattern,noun,a2,шаблон
pause,noun,b2,пауза
pay,noun,a2,платить
payment,noun,b1,оплата
peace,noun,a2,мир
peaceful,adjective,b1,мирный
peak,noun,c1,пик
peasant,noun,c1,крестьянин
peculiar,adjective,c1,своеобразный
peer,noun,b2,вглядеться
pen,noun,a1,ручка
penalty,noun,b2,штраф
pencil,noun,a1,карандаш
penny,noun,a2,пенни
pension,noun,b2,пенсия
people,noun,a1,люди
pepper,noun,a1,перец
per,preposition,a2,перемещение
per cent,adjective,a2,процент
perceive,verb,b2,воспринимать
percentage,noun,b1,процент
perception,noun,b2,восприятие
perfect,adjective,a1,идеальный
perfectly,adverb,b1,идеально
perform,verb,a2,выполнять
performance,noun,b1,производительность
perhaps,adverb,a2,возможно
period,noun,a1,период
permanent,adjective,b2,постоянный
permanently,adverb,b2,навсегда
permission,noun,a2,разрешение
permit,noun,b2,разрешать
persist,verb,c1,сопротивляться
persistent,adjective,c1,настойчивый
person,noun,a1,человек
personal,adjective,a1,личный
personality,noun,a2,личность
personally,adverb,b1,лично
personnel,noun,c1,персонал
perspective,noun,b2,перспектива
persuade,verb,b1,убеждать
pet,noun,a2,домашний питомец
petition,noun,c1,петиция
petrol,noun,a2,бензин
phase,noun,b2,фаза
phenomenon,noun,b2,явление
philosopher,noun,c1,философ
philosophical,adjective,c1,философский
philosophy,noun,b2,Философия
phone,noun,a1,телефон
photo,noun,a1,фото
photograph,noun,a1,фотография
photographer,noun,b1,фотограф
photography,noun,b1,Фотография
phrase,noun,a1,фраза
physical,adjective,a2,физический
physician,noun,c1,врач
physics,noun,a2,физика
piano,noun,a1,пианино
pick,noun,b2,выбирать
picture,noun,a1,картина
piece,noun,a1,кусок
pig,noun,a1,свинья
pile,noun,b2,куча
pill,noun,b2,таблетка
pilot,noun,a2,пилот
pin,noun,b1,приколоть
pink,adjective,a1,розовый
pioneer,noun,c1,пионер
pipe,noun,b1,трубка
pipeline,noun,c1,трубопровод
pirate,noun,c1,пират
pit,noun,c1,яма
pitch,noun,b2,подача
pity,noun,b2,жалость
place,noun,a1,место
placement,noun,b2,размещение
plain,adjective,b2,простой
plan,noun,a1,план
plane,noun,a1,самолет
planet,noun,a2,планета
planning,noun,b1,планирование
plant,noun,a1,растение
plastic,adjective,a2,пластик
plate,noun,a2,тарелка
platform,noun,a2,платформа
play,noun,a1,играть
player,noun,a1,игрок
plea,noun,c1,просьба
plead,verb,c1,умолять
pleasant,adjective,b1,приятный
please,exclamation,a1,пожалуйста
pleased,adjective,a2,довольный
pleasure,noun,b1,удовольствие
pledge,noun,c1,приносить присягу
plenty,pronoun,b1,множество
plot,noun,b1,сюжет
plug,noun,c1,затыкать
plunge,verb,c1,погрузиться в себя
plus,adjective,b2,плюс
pocket,noun,a2,карман
poem,noun,b1,стихотворение
poet,noun,b1,поэт
poetry,noun,b1,поэзия
point,noun,a1,точка
pointed,adjective,b2,указал
poison,noun,b1,яд
poisonous,adjective,b1,ядовитый
pole,noun,c1,полюс
police,noun,a1,полиция
policeman,noun,a1,полицейский
policy,noun,b1,политика
polite,adjective,a2,вежливый
political,adjective,b1,политический
politician,noun,b1,политик
politics,noun,b1,политика
poll,noun,c1,голосование
pollution,noun,a2,загрязнение
pond,noun,c1,пруд
pool,noun,a1,бассейн
poor,adjective,a1,бедный
pop,adjective,a2,поп
popular,adjective,a1,популярный
popularity,noun,b2,популярность
population,noun,a2,население
port,noun,b1,порт
portfolio,noun,c1,портфель
portion,noun,b2,часть
portrait,noun,b1,портрет
portray,verb,c1,изображение
pose,verb,b2,поза
position,noun,a2,позиция
positive,adjective,a1,положительный
possess,verb,b2,владеть
possession,noun,a2,владение
possibility,noun,a2,возможность
possible,adjective,a1,возможный
possibly,adverb,b1,возможно
post,noun,a1,почта
post-war,adjective,c1,послевоенный
poster,noun,a2,плакат
postpone,verb,c1,откладывать
pot,noun,b1,горшок
potato,noun,a1,картофель
potential,adjective,b2,потенциал
potentially,adverb,b2,потенциально
pound,noun,a1,фунт
pour,verb,b1,залить
poverty,noun,b1,бедность
powder,noun,b1,пудра
power,noun,a2,власть
powerful,adjective,b1,мощный
practical,adjective,b1,практичный
practice,noun,a1,упражняться
practise,verb,a1,упражняться
practitioner,noun,c1,практикующий
praise,noun,b2,хвалить
pray,verb,b1,молиться
prayer,noun,b1,молитва
preach,verb,c1,проповедовать
precede,verb,b2,предшествовать
precedent,noun,c1,прецедент
precious,adjective,b2,драгоценный
precise,adjective,b2,точный
precisely,adverb,b2,именно так
precision,noun,c1,точность
predator,noun,c1,хищник
predecessor,noun,c1,предшественник
predict,verb,a2,предсказывать
predictable,adjective,b2,предсказуемый
prediction,noun,b1,прогноз
predominantly,adverb,c1,преимущественно
prefer,verb,a1,предпочитать
preference,noun,b2,предпочтение
pregnancy,noun,c1,беременность
pregnant,adjective,b2,беременная
prejudice,noun,c1,предрассудки
preliminary,adjective,c1,предварительный
premier,adjective,c1,Премьер
premise,noun,c1,предпосылка
premium,noun,c1,премиум
preparation,noun,b2,подготовка
prepare,verb,a1,подготовить
prepared,adjective,b1,готовый
prescribe,verb,c1,назначать
prescription,noun,c1,рецепт
presence,noun,b2,присутствие
present,adjective,a1,подарок
presentation,noun,b1,презентация
presently,adverb,c1,в настоящее время
preservation,noun,c1,сохранение
preserve,verb,b2,сохранять
preside,verb,c1,председатель
presidency,noun,c1,президентство
president,noun,a2,президент
presidential,adjective,c1,президента
press,noun,b1,нажимать
pressure,noun,b1,давление
prestigious,adjective,c1,престижный
presumably,adverb,c1,предположительно
presume,verb,c1,предположить
pretend,verb,b1,притворяться
pretty,adjective,a1,симпатичный
prevail,verb,c1,преобладать
prevalence,noun,c1,распространенность
prevent,verb,a2,предотвращать
prevention,noun,c1,профилактика
previous,adjective,b1,предыдущий
previously,adverb,b1,ранее
prey,noun,c1,добыча
price,noun,a1,цена
pride,noun,b2,гордость
priest,noun,b1,священник
primarily,adverb,b2,в первую очередь
primary,adjective,b1,начальный
prime,adjective,b2,основной
prince,noun,b1,принц
princess,noun,b1,принцесса
principal,adjective,b2,главный
principle,noun,b2,принцип
print,noun,b2,печать
printer,noun,a2,принтер
printing,noun,b1,печать
prior,adjective,b2,прежний
priority,noun,b2,приоритет
prison,noun,a2,тюрьма
prisoner,noun,b1,в плену
privacy,noun,b2,конфиденциальность
private,adjective,b1,частный
privatization,noun,c1,приватизация
privilege,noun,c1,Привилегия
prize,noun,a2,приз
probability,noun,b2,вероятность
probable,adjective,b2,Вероятный
probably,adverb,a1,вероятно
probe,noun,c1,зонд
problem,noun,a1,проблема
problematic,adjective,c1,проблематично
procedure,noun,b2,процедура
proceed,verb,b2,продолжить
proceeding,noun,c1,разбирательство
proceeds,noun,c1,доходы
process,noun,a2,процесс
processing,noun,c1,обработка
processor,noun,c1,процессор
proclaim,verb,c1,провозглашать
produce,noun,b2,производить
producer,noun,b1,продюсер
product,noun,a1,продукт
production,noun,b1,производство
productive,adjective,c1,Продуктивный
productivity,noun,c1,производительность
profession,noun,b1,профессия
professional,adjective,a2,профессионал
professor,noun,a2,профессор
profile,noun,a2,профиль
profit,noun,b1,выгода
profitable,adjective,c1,прибыльный
profound,adjective,c1,глубокий
program,noun,a2,программа
programme,noun,a1,программа
programming,noun,b2,программирование
progress,noun,a2,прогресс
progressive,adjective,b2,Прогрессивный
prohibit,verb,b2,запретить
project,noun,a1,проект
projection,noun,c1,проекция
prominent,adjective,c1,видный
promise,noun,a2,обещать
promising,adjective,b2,многообещающий
promote,verb,b1,продвигать
promotion,noun,b2,повышение
prompt,verb,b2,быстрый
pronounce,verb,a2,произносить
pronounced,adjective,c1,произносится
proof,noun,b2,доказательство
propaganda,noun,c1,пропаганда
proper,adjective,b1,правильный
properly,adverb,b1,правильно
property,noun,b1,свойство
proportion,noun,b2,пропорциональный
proposal,noun,b2,предложение
propose,verb,b2,предложить
proposition,noun,c1,предложение
prosecute,verb,c1,преследовать в судебном порядке
prosecution,noun,c1,судебное преследование
prosecutor,noun,c1,прокурор
prospect,noun,b2,перспектива
prospective,adjective,c1,перспектива
prosperity,noun,c1,процветание
protect,verb,a2,защищать
protection,noun,b2,защита
protective,adjective,c1,защитный
protein,noun,b2,белок
protest,noun,b1,протест
protester,noun,b2,протестующий
protocol,noun,c1,протокол
proud,adjective,b1,гордый
prove,verb,b1,доказывать
provide,verb,a2,предоставлять
province,noun,c1,провинция
provincial,adjective,c1,провинциальный
provision,noun,c1,обеспечение
provoke,verb,c1,провоцировать
psychiatric,adjective,c1,психиатр
psychological,adjective,b2,психологический
psychologist,noun,b2,психолог
psychology,noun,b2,психология
pub,noun,a2,паб
public,adjective,a2,публичный
publication,noun,b2,публикация
publicity,noun,b2,реклама
publish,verb,a2,публиковать
publishing,noun,b2,издательский
pull,noun,b1,тянуть
pulse,noun,c1,пульс
pump,noun,c1,насос
punch,noun,c1,ударить кулаком
punish,verb,b1,наказывать
punishment,noun,b1,наказание
punk,noun,b2,панк
pupil,noun,b2,ученик
purchase,noun,b2,покупка
pure,adjective,b2,чистый
purely,adverb,b2,чисто
purple,adjective,a1,фиолетовый
purpose,noun,a2,цель
pursue,verb,b2,преследовать
pursuit,noun,b2,преследование
push,noun,b1,толкать
put,verb,a1,помещать
puzzle,noun,b2,головоломка
qualification,noun,b1,квалификация
qualified,adjective,b1,квалифицированный
qualify,verb,b1,квалифицировать
quality,noun,a2,качество
quantity,noun,a2,количество
quarter,noun,a1,четверть
queen,noun,a2,королева
query,noun,c1,запрос
quest,noun,c1,квест
question,noun,a1,вопрос
questionnaire,noun,b2,вопросник
queue,noun,b1,очередь
quick,adjective,a1,быстрый
quickly,adverb,a1,быстро
quiet,adjective,a1,тихий
quietly,adverb,a2,тихо
quit,verb,b1,покидать
quite,adverb,a1,довольно
quota,noun,c1,квота
quotation,noun,b1,цитата
quote,noun,b1,цитировать
race,noun,a2,раса
racial,adjective,b2,расовый
racing,noun,b1,гонки
racism,noun,b2,расизм
racist,adjective,b2,расист
radar,noun,c1,радар
radiation,noun,b2,излучение
radical,adjective,c1,радикал
radio,noun,a1,радио
rage,noun,c1,ярость
raid,noun,c1,рейд
rail,noun,b2,железнодорожный
railway,noun,a2,железная дорога
rain,noun,a1,дождь
raise,verb,a2,поднимать
rally,noun,c1,ралли
random,adjective,b2,случайный
range,noun,b1,диапазон
rank,noun,b2,классифицировать
ranking,noun,c1,рейтинг
rape,noun,c1,изнасилование
rapid,adjective,b2,стремительный
rapidly,adverb,b2,быстро
rare,adjective,b1,редкий
rarely,adverb,b1,редко
rat,noun,b2,крыса
rate,noun,a2,ставка
rather,adverb,a2,скорее
rating,noun,b2,рейтинг
ratio,noun,c1,соотношение
rational,adjective,c1,рациональный
raw,adjective,b2,сырой
ray,noun,c1,луча
reach,noun,b2,достигать
react,verb,a2,реагировать
reaction,noun,b1,реакция
read,verb,a1,читать
reader,noun,a1,читатель
readily,adverb,c1,легко
reading,noun,a1,чтение
ready,adjective,a1,готовый
real,adjective,a1,настоящий
realistic,adjective,b2,реалистично
reality,noun,b1,реальность
realization,noun,c1,Реализация
realize,verb,a2,понимать
really,adverb,a1,Действительно
realm,noun,c1,область
rear,adjective,c1,задний
reason,noun,a1,причина
reasonable,adjective,b2,разумный
reasonably,adverb,b2,разумно
reasoning,noun,c1,рассуждение
reassure,verb,c1,успокаивать
rebel,noun,c1,мятежник
rebellion,noun,c1,восстание
rebuild,verb,b2,восстановить
recall,verb,b2,отзывать
receipt,noun,b1,квитанция
receive,verb,a2,получать
receiver,noun,b2,приемник
recent,adjective,a2,недавний
recently,adverb,a2,недавно
reception,noun,a2,прием
recession,noun,b2,рецессия
recipe,noun,a2,рецепт
recipient,noun,c1,получатель
reckon,verb,b2,считать
recognition,noun,b2,признание
recognize,verb,a2,распознавать
recommend,verb,a2,рекомендую
recommendation,noun,b1,рекомендация
reconstruction,noun,c1,Реконструкция
record,noun,a2,записывать
recording,noun,a2,запись
recount,verb,c1,пересчет
recover,verb,b2,восстанавливаться
recovery,noun,b2,восстановление
recruit,noun,b2,рекрут
recruitment,noun,b2,набор
recycle,verb,a2,переработка
red,adjective,a1,красный
reduce,verb,a2,уменьшать
reduction,noun,b2,снижение
refer,verb,a2,ссылаться
referee,noun,b2,рефери
reference,noun,b1,ссылка
referendum,noun,c1,референдум
reflect,verb,b1,отражать
reflection,noun,c1,отражение
reform,noun,c1,реформа
refuge,noun,c1,убежище
refugee,noun,b2,беженец
refusal,noun,c1,отказ
refuse,verb,a2,мусор
regain,verb,c1,восстановить
regard,noun,b2,внимание
regardless,adverb,c1,несмотря ни на что
regime,noun,c1,режим
region,noun,a2,область
regional,adjective,b2,региональный
register,noun,b2,зарегистрировать
registration,noun,b2,регистрация
regret,noun,b2,сожалеть
regular,adjective,a2,обычный
regularly,adverb,b1,регулярно
regulate,verb,b2,регулировать
regulation,noun,b2,регулирование
regulator,noun,c1,регулятор
regulatory,adjective,c1,регулирующий
rehabilitation,noun,c1,Реабилитация
reign,noun,c1,правление
reinforce,verb,b2,подкреплять
reject,verb,b1,отклонять
rejection,noun,c1,отказ
relate,verb,b1,иметь отношение к
related,adjective,b1,связанный
relation,noun,b1,связь
relationship,noun,a2,отношение
relative,adjective,b1,родственник
relatively,adverb,b2,относительно
relax,verb,a1,расслабляться
relaxed,adjective,b1,расслаблен
relaxing,adjective,b1,расслабляющий
release,noun,b1,выпускать
relevance,noun,c1,актуальность
relevant,adjective,b2,соответствующий
reliability,noun,c1,надежность
reliable,adjective,b1,надежный
relief,noun,b2,облегчение
relieve,verb,b2,облегчить
relieved,adjective,b2,с облегчением
religion,noun,b1,религия
religious,adjective,b1,религиозный
reluctant,adjective,c1,вынужденный
rely,verb,b2,полагаться
remain,verb,b1,оставаться
remainder,noun,c1,остаток
remains,noun,c1,останки
remark,noun,b2,примечание
remarkable,adjective,b2,замечательный
remarkably,adverb,b2,Примечательно
remedy,noun,c1,средство
remember,verb,a1,помнить
remind,verb,b1,напоминать
reminder,noun,c1,напоминание
remote,adjective,b1,удаленный
removal,noun,c1,удаление
remove,verb,a2,удалять
render,verb,c1,оказывать
renew,verb,c1,обновлять
renowned,adjective,c1,известный
rent,noun,b1,арендовать
rental,noun,c1,прокат
repair,noun,b1,ремонт
repeat,noun,b1,повторить
repeated,adjective,b1,повторяется
replace,verb,a2,заменять
replacement,noun,c1,замена
reply,noun,a2,отвечать
report,noun,a1,отчет
reportedly,adverb,c1,по сообщениям
reporter,noun,a2,репортер
reporting,noun,b2,репортаж
represent,verb,b1,представлять
representation,noun,c1,представительство
representative,adjective,b2,представитель
reproduce,verb,c1,воспроизводить
reproduction,noun,c1,размножение
republic,noun,c1,Республика
reputation,noun,b2,репутация
request,noun,a2,запрос
require,verb,b1,требовать
requirement,noun,b2,требование
rescue,noun,b2,спасать
research,noun,a2,исследовать
researcher,noun,a2,исследователь
resemble,verb,c1,напоминать
reservation,noun,b1,бронирование
reserve,noun,b2,бронировать
reside,verb,c1,проживать
residence,noun,c1,резиденция
resident,adjective,b2,житель
residential,adjective,c1,Жилой
residue,noun,c1,остаток
resign,verb,b2,подать в отставку
resignation,noun,c1,отставка
resist,verb,b2,сопротивляться
resistance,noun,c1,сопротивление
resolution,noun,b2,разрешение
resolve,verb,b2,решать
resort,noun,b2,прибегнуть
resource,noun,b1,ресурс
respect,noun,b1,уважать
respective,adjective,c1,соответствующий
respectively,adverb,c1,соответственно
respond,verb,a2,отвечать
response,noun,a2,ответ
responsibility,noun,b1,ответственность
responsible,adjective,b1,ответственный
rest,noun,a2,отдых
restaurant,noun,a1,ресторан
restoration,noun,c1,Восстановление
restore,verb,b2,восстановить
restraint,noun,c1,сдержанность
restrict,verb,b2,ограничивать
restriction,noun,b2,ограничение
result,noun,a1,результат
resume,verb,c1,резюме
retail,noun,b2,розничная торговля
retain,verb,b2,удерживать
retire,verb,b1,уходить в отставку
retired,adjective,b1,ушедший на пенсию
retirement,noun,b2,выход на пенсию
retreat,noun,c1,отступление
retrieve,verb,c1,забрать
return,noun,a1,возвращаться
reveal,verb,b2,раскрывать
revelation,noun,c1,откровение
revenge,noun,c1,месть
revenue,noun,b2,доход
reverse,adjective,c1,обеспечить регресс
review,noun,a2,обзор
revise,verb,b1,исправлять
revision,noun,b2,пересмотр
revival,noun,c1,возрождение
revive,verb,c1,возродить
revolution,noun,b2,революция
revolutionary,adjective,c1,революционный
reward,noun,b2,награда
rhetoric,noun,c1,риторика
rhythm,noun,b2,ритм
rice,noun,a1,рис
rich,adjective,a1,богатый
rid,verb,b2,избавлять
ride,noun,a2,поездка
ridiculous,adjective,b2,нелепый
rifle,noun,c1,винтовка
right,adjective,a1,верно
ring,noun,a2,кольцо
riot,noun,c1,бунт
rip,verb,c1,рвать
rise,noun,b1,рост
risk,noun,b1,риск
risky,adjective,b2,рискованно
ritual,noun,c1,ритуал
rival,adjective,b2,соперник
river,noun,a1,река
road,noun,a1,дорога
rob,verb,b2,ограбление
robbery,noun,b2,ограбление
robot,noun,b1,робот
robust,adjective,c1,крепкий
rock,noun,a2,камень
rocket,noun,b2,ракета
rod,noun,c1,стержень
role,noun,a2,роль
roll,noun,b1,рулон
romance,noun,b2,роман
romantic,adjective,b1,романтик
roof,noun,a2,крыша
room,noun,a1,комната
root,noun,b2,корень
rope,noun,b1,веревка
rose,noun,b2,роза
rotate,verb,c1,повернуть
rotation,noun,c1,ротация
rough,adjective,b1,грубый
roughly,adverb,b2,грубо
round,adjective,a2,круглый
route,noun,a2,маршрут
routine,adjective,b2,рутина
row,noun,b1,ряд
royal,adjective,b1,Королевский
rub,verb,b2,втирать
rubber,adjective,b2,резина
rubbish,noun,a2,мусор
rude,adjective,a2,грубый
rugby,noun,b1,регби
ruin,noun,b2,руина
rule,noun,a1,правило
ruling,noun,c1,решение
rumour,noun,c1,слух
run,noun,a2,бегать
runner,noun,a2,бегун
running,noun,a2,бег
rural,adjective,b2,деревенский
rush,noun,b2,торопиться
sack,verb,c1,мешок
sacred,adjective,c1,священный
sacrifice,noun,c1,жертва
sad,adjective,a1,грустный
sadly,adverb,a2,грустно
safe,adjective,a2,безопасный
safety,noun,b1,безопасность
sail,noun,b1,плыть
sailing,noun,a2,парусный спорт
sailor,noun,b1,моряк
saint,noun,c1,Святой
sake,noun,c1,ради
salad,noun,a1,салат
salary,noun,a2,зарплата
sale,noun,a2,распродажа
salt,noun,a1,соль
same,adjective,a1,такой же
sample,noun,b1,образец
sanction,noun,c1,санкционирование
sand,noun,b1,песок
sandwich,noun,a1,сэндвич
satellite,noun,b2,спутник
satisfaction,noun,b2,удовлетворение
satisfied,adjective,b2,удовлетворен
satisfy,verb,b2,удовлетворять
Saturday,noun,a1,Суббота
sauce,noun,a2,соус
save,verb,a2,сохранять
saving,noun,b2,сохранение
say,noun,c1,сказать
scale,noun,b2,шкала
scan,verb,b1,сканирование
scandal,noun,b2,скандал
scare,noun,b2,напугать
scared,adjective,a2,испуганный
scary,adjective,a2,страшный
scattered,adjective,c1,разбросанный
scenario,noun,b2,сценарий
scene,noun,a2,сцена
sceptical,adjective,c1,скептически
schedule,noun,a2,расписание
scheme,noun,b2,схема
scholar,noun,b2,ученый
scholarship,noun,b2,стипендия
school,noun,a1,школа
science,noun,a1,наука
scientific,adjective,b1,научный
scientist,noun,a1,ученый
scope,noun,c1,объем
score,noun,a2,счет
scratch,noun,b2,царапать
scream,noun,b2,крик
screen,noun,a2,экран
screening,noun,b2,скрининг
screw,noun,c1,винт
script,noun,b1,сценарий
scrutiny,noun,c1,тщательно
sculpture,noun,b1,скульптура
sea,noun,a1,море
seal,noun,c1,тюлень
search,noun,a2,поиск
season,noun,a2,сезон
seat,noun,a2,сиденье
second,adverb,a2,второй
secondary,adjective,b1,второстепенный
secondly,adverb,a2,во-вторых
secret,adjective,a2,секрет
secretary,noun,a2,секретарь
section,noun,a1,раздел
sector,noun,b2,сектор
secular,adjective,c1,светский
secure,adjective,b2,безопасный
security,noun,b1,безопасность
see,verb,a1,видеть
seed,noun,b1,семя
seek,verb,b2,искать
seeker,noun,b2,искатель
seem,linking verb,a2,казаться
seemingly,adverb,c1,По -видимому
segment,noun,c1,сегмент
seize,verb,c1,захватывать
seldom,adverb,c1,редко
select,verb,b2,выбирать
selection,noun,b2,выбор
selective,adjective,c1,выборочный
self,noun,b2,себя
sell,verb,a1,продавать
seminar,noun,b2,семинар
senator,noun,c1,сенатор
send,verb,a1,отправлять
senior,adjective,b2,старший
sensation,noun,c1,ощущение
sense,noun,a2,смысл
sensible,adjective,b1,разумный
sensitive,adjective,b2,чувствительный
sensitivity,noun,c1,чувствительность
sentence,noun,a1,предложение
sentiment,noun,c1,настроение
separate,adjective,a2,отдельный
separation,noun,c1,разделение
September,noun,a1,Сентябрь
sequence,noun,b2,последовательность
serial,adjective,c1,сериал
series,noun,a2,ряд
serious,adjective,a2,серьезный
seriously,adverb,b1,серьезно
servant,noun,b1,слуга
serve,verb,a2,служить
service,noun,a2,услуга
session,noun,b2,сессия
set,noun,b1,набор
set-up,noun,c1,настраивать
setting,noun,b1,параметр
settle,verb,b2,решить
settlement,noun,c1,урегулирование
